,,,Demand,Solar,Wind,Hydro
2030,sc01,03-30 13:00:00+01:00,1168.838447,1529.2,1346,232.2
2030,sc01,03-30 14:00:00+01:00,1172.328674,1376,1331.2,232.2
2030,sc01,03-30 15:00:00+01:00,1187.452993,1073.6,958.4,232.2
2030,sc01,03-30 16:00:00+01:00,1214.599208,584,1166.8,226.2
2030,sc01,03-30 17:00:00+01:00,1267.340426,0.02,89.6,229.2
2030,sc01,03-30 18:00:00+01:00,1354.596115,0.02,33.6,198
2030,sc01,03-30 19:00:00+01:00,1327.837705,0.02,56,155.4
2030,sc01,03-30 20:00:00+01:00,1261.52338,0.02,44.8,158.4
2030,sc01,03-30 21:00:00+01:00,1156.816551,0.02,269.6,115.8
2030,sc01,03-30 22:00:00+01:00,1049.782905,0.02,42.8,79.2
2030,sc01,03-30 23:00:00+01:00,1000.531915,0.02,126.8,76.2
2030,sc01,03-31 00:00:00+01:00,974.5491095,0.02,1412.8,76.2
2030,sc01,03-31 01:00:00+01:00,958.2613805,0.02,2362.8,79.2
2030,sc01,03-31 02:00:00+01:00,959.0369866,0.02,2102,85.2
2030,sc01,03-31 03:00:00+02:00,984.6319891,0.02,1925.2,153
2030,sc01,03-31 04:00:00+02:00,1063.743815,0.02,1692,195
2030,sc01,03-31 05:00:00+02:00,1194.045646,0.02,1340,232.2
2030,sc01,03-31 06:00:00+02:00,1252.991713,410.4,984.8,232.2
2030,sc01,03-31 07:00:00+02:00,1268.116032,548.002,805.6,235.2
2030,sc01,03-31 08:00:00+02:00,1272.381866,471.6,691.6,229.2
2030,sc01,03-31 09:00:00+02:00,1282.852548,515.6,490,235.2
2030,sc01,03-31 10:00:00+02:00,1282.076942,662,414,232.2
2030,sc01,03-31 11:00:00+02:00,1279.750123,777.2,524.4,235.2
2030,sc01,03-31 12:00:00+02:00,1276.647699,965.2,572.4,229.2
2030,sc01,03-31 13:00:00+02:00,1275.872093,764.8,706.8,229.2
2030,sc01,03-31 14:00:00+02:00,1275.872093,568.801,489.2,229.2
2030,sc01,03-31 15:00:00+02:00,1287.506185,430.801,275.2,223.8
2030,sc01,03-31 16:00:00+02:00,1298.364671,160.005,277.2,220.8
2030,sc01,03-31 17:00:00+02:00,1332.879144,0.02,185.2,223.8
2030,sc01,03-31 18:00:00+02:00,1418.195819,0.02,219.2,229.2
2030,sc01,03-31 19:00:00+02:00,1384.456952,0.02,539.2,229.2
2030,sc01,03-31 20:00:00+02:00,1328.61331,0.02,2090,235.2
2030,sc01,03-31 21:00:00+02:00,1192.882237,0.02,2537.2,113.4
2030,sc01,03-31 22:00:00+02:00,1080.419347,0.02,2526,96
2030,sc01,03-31 23:00:00+02:00,1021.861084,0.02,2447.2,73.8
2030,sc01,04-01 00:00:00+02:00,989.6734291,0.02,2281.2,76.2
2030,sc01,04-01 01:00:00+02:00,974.5491095,0.02,2276.8,76.2
2030,sc01,04-01 02:00:00+02:00,972.222291,0.02,2450.8,73.8
2030,sc01,04-01 03:00:00+02:00,992.7758536,0.02,2563.6,82.2
2030,sc01,04-01 04:00:00+02:00,1075.76571,0.02,1239.6,158.4
2030,sc01,04-01 05:00:00+02:00,1199.474889,0.02,1754.8,229.2
2030,sc01,04-01 06:00:00+02:00,1252.216106,143.213,943.2,237.6
2030,sc01,04-01 07:00:00+02:00,1260.747773,181.604,684.8,229.2
2030,sc01,04-01 08:00:00+02:00,1265.789214,264.8,1454,235.2
2030,sc01,04-01 09:00:00+02:00,1277.035503,685.2,1993.6,229.2
2030,sc01,04-01 10:00:00+02:00,1265.789214,889.2,1862,237.6
2030,sc01,04-01 11:00:00+02:00,1269.279441,630,559.6,229.2
2030,sc01,04-01 12:00:00+02:00,1260.747773,464,672.8,226.2
2030,sc01,04-01 13:00:00+02:00,1252.991713,437.2,72,232.2
2030,sc01,04-01 14:00:00+02:00,1248.725878,296.8,168.4,229.2
2030,sc01,04-01 15:00:00+02:00,1258.420955,379.209,486.8,232.2
2030,sc01,04-01 16:00:00+02:00,1274.320881,114.809,590,226.2
2030,sc01,04-01 17:00:00+02:00,1300.69149,0.02,0.004,220.8
2030,sc01,04-01 18:00:00+02:00,1389.886196,0.02,0.004,226.2
2030,sc01,04-01 19:00:00+02:00,1370.108238,0.02,0.004,217.8
2030,sc01,04-01 20:00:00+02:00,1303.793913,0.02,314.4,175.2
2030,sc01,04-01 21:00:00+02:00,1189.779812,0.02,171.6,158.4
2030,sc01,04-01 22:00:00+02:00,1079.255938,0.02,28.4,155.4
2030,sc01,04-01 23:00:00+02:00,1020.697674,0.02,546,150
2030,sc01,04-02 00:00:00+02:00,1053.660935,0.02,19.2,79.2
2030,sc01,04-02 01:00:00+02:00,1042.802449,0.02,160.4,76.2
2030,sc01,04-02 02:00:00+02:00,1037.761009,0.02,69.2,76.2
2030,sc01,04-02 03:00:00+02:00,1061.416997,0.02,50,73.8
2030,sc01,04-02 04:00:00+02:00,1134.711776,0.02,59.2,76.2
2030,sc01,04-02 05:00:00+02:00,1241.35762,12.418,0.8,150
2030,sc01,04-02 06:00:00+02:00,1296.813459,592.403,0.004,232.2
2030,sc01,04-02 07:00:00+02:00,1310.386567,1101.6,1.2,232.2
2030,sc01,04-02 08:00:00+02:00,1308.059748,1435.6,12.4,232.2
2030,sc01,04-02 09:00:00+02:00,1317.754824,1565.2,28.8,232.2
2030,sc01,04-02 10:00:00+02:00,1322.408461,1670.4,98.4,237.6
2030,sc01,04-02 11:00:00+02:00,1320.081643,1702,211.6,223.8
2030,sc01,04-02 12:00:00+02:00,1325.898689,1695.2,509.2,181.2
2030,sc01,04-02 13:00:00+02:00,1323.57187,1641.6,729.2,155.4
2030,sc01,04-02 14:00:00+02:00,1305.73293,1417.6,729.6,158.4
2030,sc01,04-02 15:00:00+02:00,1297.201261,1061.6,738,155.4
2030,sc01,04-02 16:00:00+02:00,1316.203612,605.6,814.4,153
2030,sc01,04-02 17:00:00+02:00,1352.6571,0.02,2321.2,198
2030,sc01,04-02 18:00:00+02:00,1445.729837,0.02,2418.4,175.2
2030,sc01,04-02 19:00:00+02:00,1415.869001,0.02,2524,181.2
2030,sc01,04-02 20:00:00+02:00,1354.596115,0.02,2572,175.2
2030,sc01,04-02 21:00:00+02:00,1227.396709,0.02,2660.8,153
2030,sc01,04-02 22:00:00+02:00,1125.404502,0.02,2701.2,153
2030,sc01,04-02 23:00:00+02:00,1075.377907,0.02,2587.6,79.2
2030,sc01,04-03 00:00:00+02:00,1054.436541,0.02,2167.6,73.8
2030,sc01,04-03 01:00:00+02:00,1044.353662,0.02,2282.4,76.2
2030,sc01,04-03 02:00:00+02:00,1045.517071,0.02,2291.2,76.2
2030,sc01,04-03 03:00:00+02:00,1073.051089,0.02,2407.2,73.8
2030,sc01,04-03 04:00:00+02:00,1155.265339,0.02,2441.2,90.6
2030,sc01,04-03 05:00:00+02:00,1272.381866,140.413,2217.2,153
2030,sc01,04-03 06:00:00+02:00,1329.001113,684.402,1606.8,153
2030,sc01,04-03 07:00:00+02:00,1307.284142,1068.8,470.8,158.4
2030,sc01,04-03 08:00:00+02:00,1284.015957,1347.2,12.8,229.2
2030,sc01,04-03 09:00:00+02:00,1287.118382,1448.8,0.004,235.2
2030,sc01,04-03 10:00:00+02:00,1280.52573,1536.8,0.004,226.2
2030,sc01,04-03 11:00:00+02:00,1274.320881,1560,0.004,229.2
2030,sc01,04-03 12:00:00+02:00,1275.096486,1527.6,0.004,229.2
2030,sc01,04-03 13:00:00+02:00,1266.177017,1460.8,0.004,226.2
2030,sc01,04-03 14:00:00+02:00,1256.48194,1373.2,164.4,232.2
2030,sc01,04-03 15:00:00+02:00,1261.911182,1087.2,601.2,229.2
2030,sc01,04-03 16:00:00+02:00,1272.381866,591.2,248.4,229.2
2030,sc01,04-03 17:00:00+02:00,1306.508535,0.02,299.6,226.2
2030,sc01,04-03 18:00:00+02:00,1413.154379,0.02,280.8,229.2
2030,sc01,04-03 19:00:00+02:00,1397.642256,0.02,216,226.2
2030,sc01,04-03 20:00:00+02:00,1340.247402,0.02,277.2,232.2
2030,sc01,04-03 21:00:00+02:00,1226.233301,0.02,1364,229.2
2030,sc01,04-03 22:00:00+02:00,1121.914275,0.02,1033.6,175.2
2030,sc01,04-03 23:00:00+02:00,1074.602301,0.02,882.4,147
2030,sc01,04-04 00:00:00+02:00,1053.273132,0.02,589.6,150
2030,sc01,04-04 01:00:00+02:00,1045.517071,0.02,403.2,150
2030,sc01,04-04 02:00:00+02:00,1046.292677,0.02,946,150
2030,sc01,04-04 03:00:00+02:00,1069.948664,0.02,1649.6,153
2030,sc01,04-04 04:00:00+02:00,1139.365413,0.02,1085.2,155.4
2030,sc01,04-04 05:00:00+02:00,1252.991713,73.213,395.2,153
2030,sc01,04-04 06:00:00+02:00,1285.179367,652.4,161.6,189.6
2030,sc01,04-04 07:00:00+02:00,1289.057397,996,191.6,195
2030,sc01,04-04 08:00:00+02:00,1281.68914,1223.6,112.4,214.8
2030,sc01,04-04 09:00:00+02:00,1292.547625,1311.2,71.6,232.2
2030,sc01,04-04 10:00:00+02:00,1290.60861,1359.6,12,232.2
2030,sc01,04-04 11:00:00+02:00,1283.628155,1308,6,235.2
2030,sc01,04-04 12:00:00+02:00,1278.974518,1196.8,5.6,229.2
2030,sc01,04-04 13:00:00+02:00,1270.055047,1045.6,0.004,232.2
2030,sc01,04-04 14:00:00+02:00,1259.196561,845.2,2,232.2
2030,sc01,04-04 15:00:00+02:00,1258.808758,429.2,17.6,232.2
2030,sc01,04-04 16:00:00+02:00,1271.606259,104.006,6.8,232.2
2030,sc01,04-04 17:00:00+02:00,1303.406111,0.02,58,232.2
2030,sc01,04-04 18:00:00+02:00,1363.515586,0.02,14.8,204
2030,sc01,04-04 19:00:00+02:00,1344.901039,0.02,92,192.6
2030,sc01,04-04 20:00:00+02:00,1299.915883,0.02,221.6,153
2030,sc01,04-04 21:00:00+02:00,1218.477239,0.02,987.2,147
2030,sc01,04-04 22:00:00+02:00,1132.772761,0.02,1002,76.2
2030,sc01,04-04 23:00:00+02:00,1079.643741,0.02,1030,76.2
2030,sc01,04-05 00:00:00+02:00,1054.048738,0.02,1834.4,76.2
2030,sc01,04-05 01:00:00+02:00,1042.026843,0.02,1751.6,76.2
2030,sc01,04-05 02:00:00+02:00,1033.882979,0.02,1170.4,76.2
2030,sc01,04-05 03:00:00+02:00,1038.148813,0.02,1018.4,76.2
2030,sc01,04-05 04:00:00+02:00,1065.295027,0.02,716.4,76.2
2030,sc01,04-05 05:00:00+02:00,1092.829045,42.817,731.2,76.2
2030,sc01,04-05 06:00:00+02:00,1134.323973,506.405,370.8,79.2
2030,sc01,04-05 07:00:00+02:00,1189.004206,910.003,184.8,99
2030,sc01,04-05 08:00:00+02:00,1227.008906,1260.8,18.8,105
2030,sc01,04-05 09:00:00+02:00,1241.35762,1370,10,229.2
2030,sc01,04-05 10:00:00+02:00,1228.560119,1356,5.2,232.2
2030,sc01,04-05 11:00:00+02:00,1215.762617,1335.6,47.6,235.2
2030,sc01,04-05 12:00:00+02:00,1201.026101,1341.6,466,229.2
2030,sc01,04-05 13:00:00+02:00,1192.882237,1450.8,1343.6,232.2
2030,sc01,04-05 14:00:00+02:00,1192.494434,1363.2,1939.2,232.2
2030,sc01,04-05 15:00:00+02:00,1195.596858,1059.202,2132.8,232.2
2030,sc01,04-05 16:00:00+02:00,1213.435799,546.401,1746.4,232.2
2030,sc01,04-05 17:00:00+02:00,1232.825953,0.02,1252.8,232.2
2030,sc01,04-05 18:00:00+02:00,1316.591414,0.02,1332,232.2
2030,sc01,04-05 19:00:00+02:00,1308.44755,0.02,1308,226.2
2030,sc01,04-05 20:00:00+02:00,1256.094137,0.02,1270,90.6
2030,sc01,04-05 21:00:00+02:00,1183.18716,0.02,920,76.2
2030,sc01,04-05 22:00:00+02:00,1107.953365,0.02,1639.6,76.2
2030,sc01,04-05 23:00:00+02:00,1063.356012,0.02,1547.2,76.2
2030,sc01,04-06 00:00:00+02:00,1038.148813,0.02,1336,96
2030,sc01,04-06 01:00:00+02:00,1024.963508,0.02,1238,99
2030,sc01,04-06 02:00:00+02:00,1021.085478,0.02,1296,153
2030,sc01,04-06 03:00:00+02:00,1026.51472,0.02,1323.2,158.4
2030,sc01,04-06 04:00:00+02:00,1047.456086,0.02,1444,232.2
2030,sc01,04-06 05:00:00+02:00,1067.234043,205.611,1821.6,232.2
2030,sc01,04-06 06:00:00+02:00,1097.482682,749.2,1764.8,235.2
2030,sc01,04-06 07:00:00+02:00,1137.038595,1133.2,1493.6,232.2
2030,sc01,04-06 08:00:00+02:00,1165.736022,1394,308.4,232.2
2030,sc01,04-06 09:00:00+02:00,1183.574963,1554,270,232.2
2030,sc01,04-06 10:00:00+02:00,1192.494434,1643.2,357.2,232.2
2030,sc01,04-06 11:00:00+02:00,1192.10663,1665.2,251.2,232.2
2030,sc01,04-06 12:00:00+02:00,1193.657842,1635.6,255.6,229.2
2030,sc01,04-06 13:00:00+02:00,1193.657842,1529.6,252.8,226.2
2030,sc01,04-06 14:00:00+02:00,1206.455343,1388.4,268.8,223.8
2030,sc01,04-06 15:00:00+02:00,1227.784513,1078.4,272.4,226.2
2030,sc01,04-06 16:00:00+02:00,1249.889288,551.2,271.2,232.2
2030,sc01,04-06 17:00:00+02:00,1281.68914,0.02,374.4,229.2
2030,sc01,04-06 18:00:00+02:00,1394.539831,0.02,392.4,229.2
2030,sc01,04-06 19:00:00+02:00,1377.088693,0.02,761.6,161.4
2030,sc01,04-06 20:00:00+02:00,1293.711034,0.02,1410,155.4
2030,sc01,04-06 21:00:00+02:00,1197.535874,0.02,1598,153
2030,sc01,04-06 22:00:00+02:00,1100.197304,0.02,1755.6,158.4
2030,sc01,04-06 23:00:00+02:00,1053.660935,0.02,916.4,102
2030,sc01,04-07 00:00:00+02:00,1030.004948,0.02,604,153
2030,sc01,04-07 01:00:00+02:00,1021.473281,0.02,676.4,155.4
2030,sc01,04-07 02:00:00+02:00,1021.085478,0.02,442.4,155.4
2030,sc01,04-07 03:00:00+02:00,1044.353662,0.02,374.8,153
2030,sc01,04-07 04:00:00+02:00,1117.648442,0.02,507.2,235.2
2030,sc01,04-07 05:00:00+02:00,1223.906482,23.213,711.2,232.2
2030,sc01,04-07 06:00:00+02:00,1285.954972,466.4,1396.8,232.2
2030,sc01,04-07 07:00:00+02:00,1293.323231,694.8,1558,232.2
2030,sc01,04-07 08:00:00+02:00,1294.098837,810.8,826.4,232.2
2030,sc01,04-07 09:00:00+02:00,1327.837705,881.2,539.6,232.2
2030,sc01,04-07 10:00:00+02:00,1348.77907,878.8,514.8,223.8
2030,sc01,04-07 11:00:00+02:00,1373.598466,915.2,519.2,217.8
2030,sc01,04-07 12:00:00+02:00,1394.927635,968.8,1334,229.2
2030,sc01,04-07 13:00:00+02:00,1419.747031,964.4,1534,229.2
2030,sc01,04-07 14:00:00+02:00,1433.320139,867.601,1040.4,229.2
2030,sc01,04-07 15:00:00+02:00,1440.688396,745.201,689.2,229.2
2030,sc01,04-07 16:00:00+02:00,1424.788471,329.204,1133.6,229.2
2030,sc01,04-07 17:00:00+02:00,1460.078551,0.02,2309.6,198
2030,sc01,04-07 18:00:00+02:00,1553.151286,0.02,1518.4,229.2
2030,sc01,04-07 19:00:00+02:00,1525.229465,0.02,431.2,226.2
2030,sc01,04-07 20:00:00+02:00,1444.954231,0.02,714.8,155.4
2030,sc01,04-07 21:00:00+02:00,1293.323231,0.02,473.6,153
2030,sc01,04-07 22:00:00+02:00,1169.226249,0.02,185.2,153
2030,sc01,04-07 23:00:00+02:00,1106.014349,0.02,608.4,105
2030,sc01,04-08 00:00:00+02:00,1074.990104,0.02,1330.4,153
2030,sc01,04-08 01:00:00+02:00,1057.538966,0.02,746.4,158.4
2030,sc01,04-08 02:00:00+02:00,1052.109723,0.02,98.8,153
2030,sc01,04-08 03:00:00+02:00,1070.72427,0.02,180,153
2030,sc01,04-08 04:00:00+02:00,1135.09958,0.02,51.2,189.6
2030,sc01,04-08 05:00:00+02:00,1224.682088,40.412,1.6,229.2
2030,sc01,04-08 06:00:00+02:00,1278.974518,450.004,7.6,235.2
2030,sc01,04-08 07:00:00+02:00,1298.752474,488.004,7.6,229.2
2030,sc01,04-08 08:00:00+02:00,1316.591414,536.4,0.004,229.2
2030,sc01,04-08 09:00:00+02:00,1339.859599,636,0.004,229.2
2030,sc01,04-08 10:00:00+02:00,1361.576571,727.6,0.004,235.2
2030,sc01,04-08 11:00:00+02:00,1382.517937,581.6,28.8,229.2
2030,sc01,04-08 12:00:00+02:00,1384.069149,450.8,15.2,232.2
2030,sc01,04-08 13:00:00+02:00,1391.437407,419.6,40,232.2
2030,sc01,04-08 14:00:00+02:00,1382.517937,335.201,59.6,232.2
2030,sc01,04-08 15:00:00+02:00,1380.191118,864.804,44.8,235.2
2030,sc01,04-08 16:00:00+02:00,1386.395967,434.007,109.6,229.2
2030,sc01,04-08 17:00:00+02:00,1410.439757,0.02,140.8,235.2
2030,sc01,04-08 18:00:00+02:00,1496.144235,0.02,171.6,212.4
2030,sc01,04-08 19:00:00+02:00,1492.654008,0.02,69.6,158.4
2030,sc01,04-08 20:00:00+02:00,1421.298243,0.02,290.4,150
2030,sc01,04-08 21:00:00+02:00,1279.36232,0.02,250.8,144.6
2030,sc01,04-08 22:00:00+02:00,1163.797007,0.02,126,153
2030,sc01,04-08 23:00:00+02:00,1110.280183,0.02,499.2,153
2030,sc01,04-09 00:00:00+02:00,1075.76571,0.02,385.6,155.4
2030,sc01,04-09 01:00:00+02:00,1059.090178,0.02,262.8,153
2030,sc01,04-09 02:00:00+02:00,1056.375557,0.02,78.4,155.4
2030,sc01,04-09 03:00:00+02:00,1071.499876,0.02,89.6,153
2030,sc01,04-09 04:00:00+02:00,1142.85564,0.02,45.2,166.8
2030,sc01,04-09 05:00:00+02:00,1243.296635,45.217,126.8,229.2
2030,sc01,04-09 06:00:00+02:00,1300.303686,455.206,4.8,237.6
2030,sc01,04-09 07:00:00+02:00,1329.001113,1101.2,0.004,229.2
2030,sc01,04-09 08:00:00+02:00,1319.306036,1427.6,217.2,232.2
2030,sc01,04-09 09:00:00+02:00,1301.467095,1476,298,232.2
2030,sc01,04-09 10:00:00+02:00,1290.220807,1361.2,482.8,229.2
2030,sc01,04-09 11:00:00+02:00,1289.833004,1364,736.4,235.2
2030,sc01,04-09 12:00:00+02:00,1296.813459,1192,616,229.2
2030,sc01,04-09 13:00:00+02:00,1291.384216,1176.8,874.8,235.2
2030,sc01,04-09 14:00:00+02:00,1289.057397,1018.4,935.2,229.2
2030,sc01,04-09 15:00:00+02:00,1305.345126,658.805,1208.4,214.8
2030,sc01,04-09 16:00:00+02:00,1303.406111,398.405,1465.2,155.4
2030,sc01,04-09 17:00:00+02:00,1338.69619,0.02,2330.8,34.2
2030,sc01,04-09 18:00:00+02:00,1444.178625,0.02,2550,76.2
2030,sc01,04-09 19:00:00+02:00,1421.686046,0.02,2681.2,79.2
2030,sc01,04-09 20:00:00+02:00,1351.493691,0.02,2698.8,76.2
2030,sc01,04-09 21:00:00+02:00,1232.43815,0.02,2696,76.2
2030,sc01,04-09 22:00:00+02:00,1128.506927,0.02,2749.2,79.2
2030,sc01,04-09 23:00:00+02:00,1079.255938,0.02,2754.8,76.2
2030,sc01,04-10 00:00:00+02:00,1058.702375,0.02,2758.8,79.2
2030,sc01,04-10 01:00:00+02:00,1049.395101,0.02,2718.4,76.2
2030,sc01,04-10 02:00:00+02:00,1057.926769,0.02,2694.8,79.2
2030,sc01,04-10 03:00:00+02:00,1083.521771,0.02,2747.2,82.2
2030,sc01,04-10 04:00:00+02:00,1172.716477,0.02,2791.2,164.4
2030,sc01,04-10 05:00:00+02:00,1292.547625,258.01,2818.8,229.2
2030,sc01,04-10 06:00:00+02:00,1328.225507,760.803,2822.4,232.2
2030,sc01,04-10 07:00:00+02:00,1298.364671,1122.401,2841.2,232.2
2030,sc01,04-10 08:00:00+02:00,1275.48429,1352.8,2848,229.2
2030,sc01,04-10 09:00:00+02:00,1277.423305,1488.4,2846,232.2
2030,sc01,04-10 10:00:00+02:00,1267.728229,1536.8,2841.6,235.2
2030,sc01,04-10 11:00:00+02:00,1254.930728,1669.2,2804,229.2
2030,sc01,04-10 12:00:00+02:00,1250.664894,1635.6,2763.6,235.2
2030,sc01,04-10 13:00:00+02:00,1246.399059,1590.4,2727.6,229.2
2030,sc01,04-10 14:00:00+02:00,1241.35762,1498.4,2631.2,235.2
2030,sc01,04-10 15:00:00+02:00,1253.767318,1133.6,2311.6,229.2
2030,sc01,04-10 16:00:00+02:00,1266.952622,593.6,1994.4,226.2
2030,sc01,04-10 17:00:00+02:00,1296.037853,0.02,1280.4,220.8
2030,sc01,04-10 18:00:00+02:00,1406.561727,0.02,1057.2,172.8
2030,sc01,04-10 19:00:00+02:00,1396.478847,0.02,976.8,147
2030,sc01,04-10 20:00:00+02:00,1337.532781,0.02,1212,127.2
2030,sc01,04-10 21:00:00+02:00,1221.191861,0.02,956.4,73.8
2030,sc01,04-10 22:00:00+02:00,1128.506927,0.02,606.8,73.8
2030,sc01,04-10 23:00:00+02:00,1075.377907,0.02,249.2,76.2
2030,sc01,04-11 00:00:00+02:00,1055.987754,0.02,320.8,73.8
2030,sc01,04-11 01:00:00+02:00,1049.395101,0.02,48.8,76.2
2030,sc01,04-11 02:00:00+02:00,1047.456086,0.02,0.004,79.2
2030,sc01,04-11 03:00:00+02:00,1077.704726,0.02,0.004,150
2030,sc01,04-11 04:00:00+02:00,1166.899432,0.02,0.8,150
2030,sc01,04-11 05:00:00+02:00,1271.994062,270.01,20,223.8
2030,sc01,04-11 06:00:00+02:00,1311.549975,773.6,6.4,217.8
2030,sc01,04-11 07:00:00+02:00,1293.711034,1157.6,4.8,217.8
2030,sc01,04-11 08:00:00+02:00,1275.48429,1403.2,1.2,220.8
2030,sc01,04-11 09:00:00+02:00,1282.852548,1556.4,0.004,217.8
2030,sc01,04-11 10:00:00+02:00,1285.179367,1643.6,0.004,217.8
2030,sc01,04-11 11:00:00+02:00,1283.628155,1678,26.8,220.8
2030,sc01,04-11 12:00:00+02:00,1300.69149,1628.8,114.8,217.8
2030,sc01,04-11 13:00:00+02:00,1303.793913,1539.6,287.2,214.8
2030,sc01,04-11 14:00:00+02:00,1307.671945,1429.2,325.6,214.8
2030,sc01,04-11 15:00:00+02:00,1321.245052,1121.2,196.8,212.4
2030,sc01,04-11 16:00:00+02:00,1322.796264,585.2,244,212.4
2030,sc01,04-11 17:00:00+02:00,1322.796264,0.02,171.2,220.8
2030,sc01,04-11 18:00:00+02:00,1405.398317,0.02,44.4,214.8
2030,sc01,04-11 19:00:00+02:00,1380.966724,0.02,112.4,212.4
2030,sc01,04-11 20:00:00+02:00,1319.306036,0.02,116.4,147
2030,sc01,04-11 21:00:00+02:00,1235.928377,0.02,629.2,138.6
2030,sc01,04-11 22:00:00+02:00,1130.833746,0.02,1148.4,76.2
2030,sc01,04-11 23:00:00+02:00,1079.643741,0.02,1564,73.8
2030,sc01,04-12 00:00:00+02:00,1049.395101,0.02,2002,79.2
2030,sc01,04-12 01:00:00+02:00,1036.985403,0.02,2100.8,76.2
2030,sc01,04-12 02:00:00+02:00,1035.046388,0.02,2072,79.2
2030,sc01,04-12 03:00:00+02:00,1036.985403,0.02,1930,85.2
2030,sc01,04-12 04:00:00+02:00,1063.743815,0.02,1148,153
2030,sc01,04-12 05:00:00+02:00,1084.297378,266.81,271.6,147
2030,sc01,04-12 06:00:00+02:00,1134.323973,784.4,62.4,155.4
2030,sc01,04-12 07:00:00+02:00,1181.248145,1144.8,237.6,226.2
2030,sc01,04-12 08:00:00+02:00,1221.579664,1402.8,2.8,223.8
2030,sc01,04-12 09:00:00+02:00,1246.399059,1525.6,3.2,229.2
2030,sc01,04-12 10:00:00+02:00,1256.48194,1606.8,566.4,232.2
2030,sc01,04-12 11:00:00+02:00,1261.911182,1618.4,1152,223.8
2030,sc01,04-12 12:00:00+02:00,1275.48429,1599.6,2136.8,229.2
2030,sc01,04-12 13:00:00+02:00,1293.323231,1518.4,1723.2,223.8
2030,sc01,04-12 14:00:00+02:00,1324.73528,1397.2,2342,226.2
2030,sc01,04-12 15:00:00+02:00,1338.69619,1102.8,2453.6,226.2
2030,sc01,04-12 16:00:00+02:00,1361.576571,587.2,1478.8,217.8
2030,sc01,04-12 17:00:00+02:00,1356.147328,0.02,736,212.4
2030,sc01,04-12 18:00:00+02:00,1426.727487,0.02,374.8,214.8
2030,sc01,04-12 19:00:00+02:00,1400.74468,0.02,685.6,214.8
2030,sc01,04-12 20:00:00+02:00,1324.73528,0.02,596.4,214.8
2030,sc01,04-12 21:00:00+02:00,1225.457694,0.02,927.2,212.4
2030,sc01,04-12 22:00:00+02:00,1135.09958,0.02,1741.6,166.8
2030,sc01,04-12 23:00:00+02:00,1081.970559,0.02,1695.2,153
2030,sc01,04-13 00:00:00+02:00,1050.170707,0.02,1931.2,150
2030,sc01,04-13 01:00:00+02:00,1030.392751,0.02,1372.4,155.4
2030,sc01,04-13 02:00:00+02:00,1027.290327,0.02,1111.2,155.4
2030,sc01,04-13 03:00:00+02:00,1023.412296,0.02,815.6,166.8
2030,sc01,04-13 04:00:00+02:00,1039.312222,0.02,608.8,229.2
2030,sc01,04-13 05:00:00+02:00,1046.292677,307.61,1004,229.2
2030,sc01,04-13 06:00:00+02:00,1086.236393,798,1652.8,229.2
2030,sc01,04-13 07:00:00+02:00,1132.772761,1159.6,1848.8,229.2
2030,sc01,04-13 08:00:00+02:00,1176.594508,1421.2,1102.8,229.2
2030,sc01,04-13 09:00:00+02:00,1206.843148,1567.6,876,229.2
2030,sc01,04-13 10:00:00+02:00,1234.764968,1625.6,458.4,229.2
2030,sc01,04-13 11:00:00+02:00,1267.728229,1669.2,112,229.2
2030,sc01,04-13 12:00:00+02:00,1279.750123,1649.6,230.4,232.2
2030,sc01,04-13 13:00:00+02:00,1301.467095,1555.2,138.4,229.2
2030,sc01,04-13 14:00:00+02:00,1329.77672,1400.8,0.004,229.2
2030,sc01,04-13 15:00:00+02:00,1349.554676,1128.8,0.4,226.2
2030,sc01,04-13 16:00:00+02:00,1366.230208,606,0.004,229.2
2030,sc01,04-13 17:00:00+02:00,1370.883845,0.02,0.004,226.2
2030,sc01,04-13 18:00:00+02:00,1470.549233,0.02,65.6,229.2
2030,sc01,04-13 19:00:00+02:00,1459.690747,0.02,0.004,226.2
2030,sc01,04-13 20:00:00+02:00,1370.108238,0.02,0.004,226.2
2030,sc01,04-13 21:00:00+02:00,1244.460044,0.02,192,226.2
2030,sc01,04-13 22:00:00+02:00,1136.262988,0.02,6.8,229.2
2030,sc01,04-13 23:00:00+02:00,1080.031544,0.02,157.2,226.2
2030,sc01,04-14 00:00:00+02:00,1049.007298,0.02,224.8,214.8
2030,sc01,04-14 01:00:00+02:00,1038.148813,0.02,356.4,223.8
2030,sc01,04-14 02:00:00+02:00,1032.71957,0.02,10.8,226.2
2030,sc01,04-14 03:00:00+02:00,1054.824344,0.02,0.004,223.8
2030,sc01,04-14 04:00:00+02:00,1119.97526,0.02,0.004,223.8
2030,sc01,04-14 05:00:00+02:00,1210.721178,316.81,177.2,226.2
2030,sc01,04-14 06:00:00+02:00,1269.667244,805.201,226,220.8
2030,sc01,04-14 07:00:00+02:00,1284.015957,1177.6,519.2,229.2
2030,sc01,04-14 08:00:00+02:00,1290.60861,1368.4,730.8,229.2
2030,sc01,04-14 09:00:00+02:00,1304.957323,1477.2,686,232.2
2030,sc01,04-14 10:00:00+02:00,1311.937779,1489.6,774.8,229.2
2030,sc01,04-14 11:00:00+02:00,1320.469446,1552.4,692,226.2
2030,sc01,04-14 12:00:00+02:00,1320.857249,1631.2,634.8,232.2
