01-24 00:00:00+01:00,0.0,0.0,0.2128985633048258,1.0,0.45005671240820466,0.0,0.32488866906320746,0.36877826573109784,0.0,0.5876660229454023,0.5195559636148789,0.0,0.0,0.0,0.0,0.1905824426205246,0.3270147643741454,0.24738382051437027,0.1117652703731343,0.28730836802631626,0.4910073763283119,0.6750403851053518,1.0,0.0,0.0,0.0,0.3880237071693748,0.6908927722753073,0.0,0.1453470235264791,0.43867700540181415,0.4307901753697425,1.0,0.0
01-24 01:00:00+01:00,0.0,0.0,0.0,1.0,0.44387407675658586,0.0,0.3126923729559751,0.44516842063053946,0.0,0.46852595497392363,0.5512381800474693,0.0,0.0,0.0,0.0,0.0,0.2766278636406204,0.12254218608359548,0.09578499786069651,0.22731928606382176,0.5734676861111052,0.0,0.9337864056794292,0.0,0.0,0.0,0.07167522306584571,0.6969906994974775,0.0,0.14862787809279276,0.18884553390191894,0.36813370515631366,1.0,0.0
01-24 02:00:00+01:00,0.0,0.0,0.0,1.0,0.45435028263140453,0.0,0.2937506557506294,0.4362391124800334,0.0,0.41490405258032165,0.5620996125204881,0.0,0.0,0.0,0.0,0.0,0.2859254299795142,0.0,0.08701737171641791,0.24234312162155722,0.4725493921896037,0.0,0.9146020097246932,0.0,0.0,0.0,0.4175204865151232,0.6810064201531236,0.0,0.14105010286380337,0.18161377739872067,0.3265909598985798,1.0,0.0
01-24 03:00:00+01:00,0.0,0.0,0.0,1.0,0.45480217551297253,0.0,0.28854982640677596,0.42342197540679893,0.0,0.4067038977585388,0.5696994928532046,0.0584555824603822,0.0,0.0,0.0,0.0,0.351935285091345,0.0,0.08284440335820896,0.2583951038269719,0.36848922134417467,0.0,0.9435591837171559,0.0,0.0,0.09388382291610231,0.3331603120048088,0.6504352962042718,0.0,0.134062688373487,0.18376602622601274,0.30621265373134327,1.0,0.0
01-24 04:00:00+01:00,0.0,0.0,0.0,0.555230294866433,0.4571674805392896,0.0,0.36616721657364903,0.4390332845059172,0.0,0.45362836657550737,0.5654759962533764,0.0,0.0,0.0,0.0,0.022567757331985756,0.2978379368539654,0.0,0.08704372731343282,0.24788453428480683,0.15756501409419651,0.0,1.0,0.0,0.0,0.0,0.5320147547919307,0.5797908229042217,0.0,0.11384137581290332,0.21247069562357843,0.4535604867162176,1.0,0.0
01-24 05:00:00+01:00,0.0,0.2684629619495563,0.0964597610492442,1.0,0.452355834855547,0.0,0.00569240339985699,0.47395714623268853,0.0,0.590765639156549,0.5751611151721434,0.0,0.0,0.0,0.0,0.5788255220575905,0.27560288853270876,0.0,0.10305035539800995,0.14125497786080674,0.18555192688490696,0.0,0.504575629741363,0.0,0.0,0.0,0.7260072395057201,0.703216966458263,0.0,0.0,0.7006281199726042,1.0,1.0,0.0
01-24 06:00:00+01:00,0.0,0.0,0.0,1.0,0.0,0.0,0.2837780738473166,0.0,0.0,0.7407538960588771,0.3164466844379249,0.0,0.0,0.0,0.0,0.06897218474088061,0.25395711086837874,0.0,0.15335439077114427,0.3115324555553803,0.0,0.7613690821619079,0.6094543141532429,0.0,0.0,0.0,0.8333093961774461,0.21935704717250631,0.0,0.0,0.311176716771501,0.4812436072006363,0.5085445976002636,0.0
01-24 07:00:00+01:00,0.0,0.0,0.21986225495411804,1.0,0.0,0.0,0.10766846525778723,0.0,0.0,0.8573800883324617,0.5315358773942551,0.0,0.0,0.0,0.0,0.0,0.2787546675975836,0.0,0.2188656013681592,0.5660892202218324,0.0,0.8454324915948319,0.0,0.0,0.0,0.0,0.7717325311857378,0.390475644525298,0.0,0.17604972348065617,0.36838259680170565,0.7443650131386683,0.5536318467667798,0.0
01-24 08:00:00+01:00,0.0,0.3852444034759095,0.1027331512724408,1.0,0.42432633186962776,0.0,0.13297759448698818,0.24240303832206384,0.3305880701239872,0.7862677665747946,0.7621882525124508,0.0,0.0,0.10926532154527856,0.0,1.0,0.45886476567826273,0.32038827982444024,0.25745896965174125,0.46971333469900256,0.0,0.9675977101508588,0.0,0.0,0.0,0.0,0.7597556471973467,0.49357973166135044,0.0,0.29633741999156377,0.557270010232545,0.8230503424676462,1.0,0.0
01-24 09:00:00+01:00,0.0,0.34403632001699147,0.18356609523854067,1.0,0.4261036286924593,0.0,0.11799753739437788,0.0,0.0,0.9031828309398682,0.7860279109915753,0.042923769879983385,0.0,0.0,0.0,1.0,0.2684724513520916,0.17657557512162694,0.08350160240298504,0.3790030012318179,0.0,0.696555884847377,0.0,0.0,0.0,0.0,0.7087582891459372,0.49281061244782187,0.0,0.5505884490193947,0.5697763986045339,0.8962921092478784,1.0,0.0
01-24 10:00:00+01:00,0.0,0.4051372744640932,0.06795284626441757,1.0,0.4349061959738258,0.0,0.19333403602226376,0.0,0.0,0.6262556710859633,0.4947470281133906,0.46543912006985527,0.0,0.0,0.0,1.0,0.08662681734524298,0.3484687742727278,0.49665086712686557,0.02363579878539886,0.18496324633847322,0.0,0.0,0.0,0.0,0.160571460297207,0.7460025577860695,0.000977454273263951,0.0,0.859973857859487,0.5517359882027799,0.8663481097563004,0.967249940046028,0.0
01-24 11:00:00+01:00,0.772243108208955,0.47859470613162186,0.0,1.0,0.0,0.11999121297254084,0.25590188053629703,0.0,0.5253418277955779,0.5109255537794617,0.7059242566052477,1.0,0.1887016290547263,0.13408416198426262,0.0,1.0,0.4331368969856599,0.5950646461081791,0.9597799710447762,0.000703991442429818,0.621528252083351,0.7718183375946396,0.3914690332066088,0.0,0.0,0.25962622518247547,0.7405549573880595,0.0,0.0,0.4754536144698822,0.472478971079926,0.849257353679052,0.7385013811837288,0.0
01-24 12:00:00+01:00,0.7706115006633498,0.550321841090465,0.2028429870534095,1.0,0.0,0.0,0.27786314226773856,0.0,0.6369811611354289,0.38672980351159875,0.4610691465904096,1.0,0.17320454236318397,0.036324839606919256,0.0,1.0,0.43792372313320943,0.663426910635545,0.8976516786554559,0.16278401662725756,0.5725335805754654,0.7892199528673116,0.3029668900901383,0.0,0.0,0.17879271459494384,0.6647977619983415,0.0,0.0,0.6509823160536844,0.48234103518864746,0.8499501118339108,0.7455524349908111,0.0
01-24 13:00:00+01:00,0.7701646272802654,0.5085646308751066,0.15883609006268004,1.0,0.0,0.0,0.24447631858123905,0.4596520408151599,0.670324038929326,0.3192592797822423,0.357491386107049,1.0,0.18326152072472984,0.0338347506699825,0.0,1.0,0.43911853051071725,0.6792323014793217,0.8334423027143489,0.29667425351899,0.4369365718404636,0.79318759509842,0.234998819147118,0.0,0.0,0.17519580358122624,0.6381437119734661,0.0,0.0,0.5177907875920297,0.5133286011943764,0.8426275288105054,0.7805168025036654,0.0
01-24 14:00:00+01:00,0.7641370324212271,0.5094352280909199,0.09625285322802413,1.0,0.0,0.0,0.2514508078570161,0.21517253230872357,0.678599259378371,0.2879652006809427,0.5356926778256923,1.0,0.2687334919927073,0.05215816097417454,0.03397217442936205,1.0,0.4350738899619549,0.679647217154395,1.0,0.33761469928798044,0.37179956119014224,0.7851985942405572,0.4997743130301048,0.0,0.0,0.1845204255831363,0.6627075101741293,0.0,0.0,0.4914261132069226,0.47320357693631754,0.8512999642095178,0.8034750563414403,0.0
01-24 15:00:00+01:00,0.7374058470364904,0.41856262308649406,0.06644043902567258,1.0,0.0,0.0,0.18429927772742768,0.16081994866334515,0.6517521572059483,0.3436741593801958,0.5794269745251173,1.0,0.2623549224620766,0.1781035004373361,0.0,1.0,0.43502546511559853,0.6325182001504936,1.0,0.21962105948869332,0.3080518690868086,0.7829719198481243,0.29284752288877297,0.0,0.0,0.25542466031868927,0.7067949379497463,0.0,0.0,0.8402552819477515,0.5215450860843855,0.883152576792508,1.0,0.0
01-24 16:00:00+01:00,0.7283013896573585,0.19282294604973038,0.09497683571386825,1.0,0.0,0.5671174349808219,0.46165055668293054,0.0,0.23940240725727618,0.629144218431303,0.12582672542929696,1.0,0.7157231457217443,0.22974219452075192,0.9079941255659563,0.44319391868842367,0.4344443672227099,0.4923117657054138,1.0,0.1158682556022474,0.822304403510033,0.10733745125142764,0.10974647288640359,0.0,0.0,0.2978389427619847,0.7327478629421116,0.0,0.0688933261724427,0.44567535132060404,0.7300927893661967,0.4513094096875731,0.09263706950123837,0.0
01-24 17:00:00+01:00,0.0,0.22628095851306146,0.1409503041248688,1.0,0.0,0.0,0.37100253156167456,0.0,0.0,0.8537460550928851,0.25484673532744323,0.982966942797965,0.0,0.0,0.0,0.18082109134076718,0.4231254393446434,0.08137077924856265,0.5329451649701493,0.0,0.7416102679233728,0.5524856186703477,0.0,0.0,0.0,0.0,0.6808942283683211,0.0,0.0,0.43596841040495343,0.44042876741788567,0.6171973836350904,0.15751189533933285,0.0
01-24 18:00:00+01:00,0.0,0.2938090793005825,0.21376347753421632,1.0,0.0,0.0,0.1833070681882953,0.0,0.0,0.8410759630362731,0.8900371004272506,0.10246281605196661,0.0,0.1904173951187209,0.0,0.1633951245218916,0.44227014209845783,0.0,0.1899261179975124,0.8107640970444083,0.38046210614010134,1.0,0.0,0.0,0.0,0.0,0.5557108171411844,0.0,0.0,0.3822393210904834,0.12691517237142766,0.8729314381138574,0.4334411424072173,0.0
01-24 19:00:00+01:00,0.0,0.3487514960925898,0.27060132221926964,1.0,0.0,0.0,0.08045275388508522,0.0,0.0,0.88231505853539,0.9980006303699624,0.0,0.0,0.35596404642728174,0.0,0.3174807228757764,0.6989562394769276,0.0,0.267342315920398,0.8194986881330469,0.0,1.0,0.0,0.0,0.0,0.19599300504859843,0.45189391343460694,0.33565622512167725,0.0,0.21198658187924463,0.01096608293403433,0.7000919574276118,0.61545640767062,0.0
01-24 20:00:00+01:00,0.0,0.4761682266808859,0.40947590826274594,1.0,0.0,0.0,0.0,0.0,0.0,0.9093814955717934,0.9184381938163795,0.0,0.0,0.08850058704421691,0.0,0.10521896789065215,0.5866303816006536,0.0,0.2415401936318408,0.7279994396375168,0.0,1.0,0.21073574232102704,0.0,0.0,0.459224761084302,0.24909840397373184,0.6440507661546012,0.0,0.18312502856134333,0.3392728605374033,0.9470765326421676,0.9511554274276109,0.0
01-24 21:00:00+01:00,0.0,0.4595881058677611,0.4277728148259198,1.0,0.0,0.0,0.10232767997925118,0.35146062091695685,0.0,0.805995236246335,0.6608354861881108,0.0,0.0,0.24932067254788856,0.0,0.34793671950247956,0.6264479498185896,0.0,0.2130410160447761,0.43498695158139505,0.4127126454169878,1.0,0.15672634483348852,0.0,0.0,0.2670923256449056,0.17511963881055015,0.7201721039804383,0.0,0.055828291661882856,0.5333370740724878,0.9023246887725103,1.0,0.0
01-24 22:00:00+01:00,0.0,0.427718292273582,0.43469080593092807,1.0,0.45426234006488353,0.0,0.24257799250030307,0.37686297854357775,0.0,0.8096846080778968,0.544573472439619,0.0,0.0,0.0,0.0,0.3741093168052509,0.3431945206326743,0.1913387945884002,0.1741577361691542,0.2769450165330627,0.3184412812855091,0.8912197443264448,0.6030952713213764,0.0,0.0,0.0,0.09413956686635239,0.6690289145179151,0.0,0.0031580050083317972,0.5377512909503429,0.4460680393327482,1.0,0.0
01-24 23:00:00+01:00,0.0,0.40357800132366695,0.4334491720582422,1.0,0.4662747242535876,0.0,0.21329086961266658,0.3528555162197455,0.0,0.7502178111407103,0.5291603806954082,0.0,0.0,0.1304124076834884,0.0,0.5157343784072792,0.4184613712358648,0.2327070342573291,0.14094090805970147,0.22387492243120224,0.39623947977663576,0.9111920721218995,0.9908237175899197,0.0,0.0,0.0,0.12089112852556128,0.6924278702561455,0.0,0.0,0.6490685834109301,0.5343880707050084,1.0,0.0
01-25 00:00:00+01:00,0.0,0.0,0.14290247508463963,0.850279111218766,0.4708279028985119,0.0,0.29590109500745954,0.3675087717348188,0.0,0.5926964458951091,0.5234062497200173,0.0,0.0,0.0,0.0,0.0632150904065349,0.32387927069817185,0.10877019455287863,0.10862895519900496,0.29015701337425687,0.4928494137727295,0.6722221354444596,1.0,0.0,0.0,0.0,0.0,0.6935929340609972,0.0,0.038226235408182374,0.2565791052098657,0.36453732423178237,1.0,0.0
01-25 01:00:00+01:00,0.0,0.0,0.043709226891606424,0.7647966814059061,0.4683798257571914,0.0,0.29623364472127944,0.4434921416687702,0.0,0.4871630145176011,0.5534395309044239,0.0,0.0,0.0,0.0,0.0,0.2792428041761779,0.0,0.09537209363184079,0.22975977806850695,0.5697670345495007,0.0,0.8727090910950425,0.0,0.0,0.0,0.0,0.7015025584990593,0.0,0.053443442640129346,0.2676594202558636,0.3384586424934153,1.0,0.0
01-25 02:00:00+01:00,0.0,0.0,0.0,0.0,0.4600922598026243,0.0,0.0,0.4326333386661612,0.0,0.44192028845889186,0.5659897939216298,0.0,0.0,0.0,0.0,0.7974804901428076,0.2920269578899619,0.0,0.0874390611442786,0.24669196550798092,0.36558715828171234,0.0,0.11525067868827603,0.0,0.0,0.0,0.0,0.6747846940646279,0.0,0.06609135950796463,0.0,0.3272392835820895,1.0,0.0
01-25 03:00:00+01:00,0.0,0.0,0.0,0.0,0.4577247507555284,0.0,0.0,0.43131207508713826,0.0,0.4172127153257873,0.5686379686500485,0.0,0.0,0.0,0.0,0.6841934962438712,0.29977492983904,0.0,0.08567323664179105,0.2566713214508668,0.1793135409513297,0.0,0.2015144561310123,0.0,0.0,0.0,0.0,0.5446679267117204,0.0,0.06998718257321723,0.0,0.3136129484635646,1.0,0.0
01-25 04:00:00+01:00,0.0,0.0,0.0,0.0,0.45822594666283334,0.0,0.00626425417532008,0.4400935877860491,0.0,0.4600485159381545,0.5674552922613456,0.0,0.0,0.0,0.0,1.0,0.3027288441410594,0.0,0.08840543276119402,0.25335841201223475,0.1279277734843231,0.0,0.15886213889066444,0.0,0.0,0.035182992885329334,0.0,0.5362825840635418,0.0,0.055609980221245976,0.0,0.32702734758560154,1.0,0.0
01-25 05:00:00+01:00,0.0,0.0,0.0,0.0,0.4572117507306621,0.0,0.1750096005936994,0.48146882330341095,0.0,0.5919419801200793,0.5609072338769867,0.0,0.0,0.0,0.0,1.0,0.30063553048995395,0.0,0.10590554427860696,0.2179769223542774,0.15134916888577202,0.0,0.5216350798578784,0.0,0.0,0.026804139856023035,0.0,0.6922081607797281,0.0,0.02631764198404607,0.0,0.3977490551360842,1.0,0.0
01-25 06:00:00+01:00,0.0,0.44343896898047,0.4899034621796755,1.0,0.4510180584174006,0.0,0.0,0.377741520791883,0.0,0.7990015470773782,0.5379856154026974,0.0,0.0,0.0,0.0,0.4145323864669885,0.26198413760723327,0.0,0.1559460237562189,0.2776824366440506,0.0,0.0,0.9012743121292545,0.0,0.0,0.0,0.0,0.5074857708023596,0.0,0.14813960248699148,0.6713799651593376,0.951343377819586,1.0,0.0
01-25 07:00:00+01:00,0.0,0.5024953531836102,0.5227377085048933,1.0,0.0,0.0,0.1370336353558617,0.16996237893419136,0.0,0.8571319866751639,0.6915583003183315,0.0,0.0,0.09906696571442279,0.0,0.3462486423562541,0.42022565988896254,0.1575520139474267,0.21997253611940298,0.3735169678909019,0.0,0.868100541832456,0.0,0.0,0.0,0.0,0.04570714472472016,0.6476271504847526,0.0,0.2610981737073435,0.5507835083735908,0.9252398518401869,1.0,0.0
01-25 08:00:00+01:00,0.0,0.5049907158112947,0.5261347696273255,1.0,0.0,0.0,0.0,0.0,0.0,0.9184739048089622,0.6168995884425865,0.0,0.0,0.0,0.0,0.20086546853879858,0.3138127241063185,0.0,0.25864497139303483,0.5683151466325272,0.0,0.8276055157735608,0.0,0.0,0.0,0.0,0.03008383380923496,0.5839925100836616,0.0,0.32069740063035385,0.4336712231398656,0.9842998615811924,0.9572481113899686,0.0
01-25 09:00:00+01:00,0.0,0.46283056575432446,0.4798574919036151,1.0,0.0,0.0,0.0,0.0,0.0,0.7162464527139192,0.36337989817320704,0.5213276316865116,0.0,0.0,0.0,0.40896512828454473,0.0029099721004359497,0.0,0.1145285045273632,0.0,0.2621659598760363,0.5856998077728789,0.08768371091039504,0.0,0.0,0.0,0.12040777421425097,0.0,0.0,0.5474047837511041,0.6109181063334476,0.9534060131881481,0.7041871881838767,0.0
01-25 10:00:00+01:00,0.7665769885153786,0.4118324385738936,0.47664440274428327,1.0,0.0,0.4260768334189116,0.1260358206483042,0.0,0.24754675866908385,0.5454762457148143,0.4639152576886695,1.0,0.5006417328949192,0.20261876405262688,0.789019390520231,0.4422021163678009,0.4248562519461517,0.5076425378446839,0.9466837963731344,0.0,0.5671809829268405,0.7832359809346654,0.5819099606066608,0.0,0.0,0.266974338109425,0.0,0.0,0.05957056422144258,0.3770495007984622,0.6398503394026778,0.8181776446202569,0.4217835916627135,0.0
01-25 11:00:00+01:00,0.7680133994195687,0.4299559029555548,0.47871693454698433,1.0,0.0,0.0,0.1070451417146343,0.0,0.6369194224698758,0.21982847110226153,0.7140691422296697,1.0,0.31734088946911276,0.11756404998404495,0.0,0.436189577845618,0.4263574215686273,0.6846208260755113,0.8927331553023737,0.33858442831840807,0.2638951395093157,0.7725687419773098,0.4509263065922683,0.0,0.0,0.14262029791748154,0.0,0.0,0.0,0.2731596471612384,0.6338433016928323,0.6869699951409508,0.4758061092080165,0.0
01-25 12:00:00+01:00,0.34701039213450463,0.32237374981956785,0.42023046667133196,0.9494120648275267,0.0,0.0,0.38226277497819344,0.33430681417542596,0.6355317362733173,0.2006026234240907,0.43462953770445983,1.0,0.0933051184915746,0.0981045000766306,0.0,0.5220093018763093,0.42674482016388643,0.7025426537641447,0.0,0.2946383661335152,0.336900105739894,0.7924742907325408,1.0,0.0,0.0,0.08067853083416532,0.0,0.0,0.0,0.1710617464040242,0.7046098540602906,0.7879628829677258,0.27946391481545463,0.0
01-25 13:00:00+01:00,0.0,0.22022891170654876,0.42082255120304474,0.8068647232089552,0.0,0.0,0.3811038886339655,0.27426887479464807,0.0,0.5502312248714365,0.4776888732127854,0.845902518147581,0.0,0.0,0.0,0.5292976730902655,0.2724536390138379,0.129048912235888,0.0,0.24337204656456418,0.5087961212000611,0.7912621500093828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182714339474213,0.7049982952714002,0.7918296230857342,0.33122404260102206,0.0
01-25 14:00:00+01:00,0.0,0.22838334525767598,0.3791690990965425,0.8140376420398009,0.0,0.0,0.38021683178585214,0.2956179704652509,0.0,0.45086823398048576,0.4576846753028415,0.6471103746493385,0.0,0.0,0.0,0.5282371264383221,0.07245087488346215,0.29258811373476123,0.0,0.1390632922943722,0.28253891560277283,0.7926998127994541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706852355923679,0.7902536226795692,0.34237843758268977,0.0
01-25 15:00:00+01:00,0.0,0.0,0.18714926322889064,0.9221997881699665,0.0,0.0,0.41798935038491275,0.0053248024121426525,0.0,0.5762622099420961,0.6566401041769532,0.7809120374860684,0.0,0.0,0.0,0.5237970444396993,0.20412184544626752,0.0,0.0,0.19209777833480607,0.358324994986956,0.7845147511952477,1.0,0.0,0.0,0.0,0.05627857220833998,0.0,0.0,0.0,0.7023283500314692,0.7793100924063117,0.2815018054446081,0.0
01-25 16:00:00+01:00,0.029632792610427536,0.47795641277238354,0.030553486989640024,0.9280284419954387,0.0,0.0,0.47449607978775915,0.0,0.13530150677800226,0.4037177754111722,0.22532392757273706,1.0,0.004591525782484054,0.15215252748572844,0.0,0.5086572574986863,0.42340350725782844,0.4458593912620538,0.9007273788096581,0.32604677220742695,0.19857008960917671,0.8061828347487475,1.0,0.0,0.0,0.14874237570449012,0.0,0.0,0.0,0.0,0.7026975473656115,0.7596919678681824,0.16036306078279447,0.0
01-25 17:00:00+01:00,0.6042360500513475,0.3018370547537877,0.32395255779242693,1.0,0.0,0.7626904211521266,0.23910313080033552,0.0,0.0,0.6514032876549827,0.4178567059441032,1.0,0.6725183564700888,0.4052773045184384,1.0,0.4211693922228505,0.45866532454492254,0.0,0.6560230086069652,0.2731119599162732,0.21499663839492425,0.7946865552423793,0.6309889345660233,0.28032371594893213,0.35342697945971163,0.3196068097920043,0.14596175034147213,0.0,0.8158825113615533,0.0,0.6370600848050871,0.45344854120426403,0.2862890967324087,0.0
01-25 18:00:00+01:00,0.0,0.3644769111329049,0.3682142375095454,1.0,0.0,0.0,0.050055337020924504,0.5095107041175173,0.0,0.8848933345794352,0.5266668480439873,0.0,0.0,0.0,0.0,0.3430912460195621,0.2139799517333918,0.0,0.1591125304751244,0.008845133123117771,0.0,0.939371374468794,0.519083018564552,0.0,0.0,0.0,0.1328654330176628,0.673868462873151,0.0,0.0,0.6319392289975777,0.9187927582083497,0.4969892501151957,0.0
01-25 19:00:00+01:00,0.0,0.13193193941011655,0.15730424304998686,1.0,0.3668126364100424,0.0,0.19877831485270542,0.5440139327955968,0.0,0.8000345630946968,0.46405179021948867,0.3178214015979717,0.0,0.5153351291336103,0.0,1.0,0.6199135819433564,0.17096607674388314,0.2598134024875622,0.10337497093950926,0.4905706971972239,1.0,1.0,0.0,0.0,0.6034802332375222,0.1697570474981996,0.7614396861411346,0.0,0.0,0.4093093070397374,0.8840016914700165,1.0,0.0
01-25 20:00:00+01:00,0.0,0.16657090213414294,0.0871846920459299,0.8911691436917871,0.35641181583188586,0.47876719639715537,0.18048914468901955,0.5427522253326201,0.18181204931288383,0.7950557628920412,0.592555128748264,0.3365041280148585,0.4779214788377901,0.4880583319547312,0.0,1.0,0.6603006008324902,0.38341134822873935,0.23144600281094527,0.21090057414285862,0.5892358176976278,1.0,1.0,0.0,0.0,0.5817979823310985,0.1619208706631483,0.8145940419071402,0.45126550036506785,0.41710117952036174,0.38741721234424464,0.8567758815513995,0.9893729538329142,0.0
01-25 21:00:00+01:00,0.0,0.0,0.052022010410509564,0.48646943772326473,0.3473906754975837,0.4277370235217841,0.17896055512140152,0.5449591970477962,0.36563833687086567,0.7848282323936762,0.6071555980362142,0.4648099826022727,0.417380541409345,0.5263702001867231,0.0,1.0,0.6884719436496738,0.4502512412689598,0.20304346238805968,0.2257887064238983,0.6736273694670039,1.0,1.0,0.0,0.0,0.586502268575714,0.14692134095507148,0.8580690605017826,0.4696441711385182,0.366478840675756,0.34778563776935345,0.8205713055927506,0.9613716262739114,0.0
01-25 22:00:00+01:00,0.0,0.0,0.27906809748013567,0.42950801309070635,0.33850698401916723,0.4200288848311198,0.060149340402683445,0.5457372300945662,0.3978890477169549,0.7572332717842682,0.6419681613154307,0.5807431809061032,0.41554719996258394,0.4559132836260524,0.0,1.0,0.5513296945684103,0.46346587628626573,0.16614563694029852,0.20565449375532838,0.754403906043497,0.6373735726298076,0.8574611335387821,0.0,0.0,0.5327547544066329,0.0,0.8937465939522543,0.4353717538091484,0.3423642886683055,0.4060103273273806,0.7745679850057223,0.9569293701096141,0.0
01-25 23:00:00+01:00,0.0,0.0,0.12196563607960172,0.5960335915888212,0.33163451171949987,0.0,0.022641344431608368,0.5570223258159903,0.4674229059721285,0.7594891194578524,0.5057830282743738,0.5792264504526173,0.0,0.4817341620223558,0.0,1.0,0.5642977543774235,0.49819643646541395,0.13395667681592038,0.19828756633796418,0.8038063801412174,0.0,0.5380932694905469,0.0,0.0,0.5244072841997323,0.0,0.9219443621199606,0.45202078749248426,0.0,0.0,0.7307080679713439,0.9296686310090956,0.0
